period,stateid,stateDescription,sectorid,sectorName,price,price-units
2003-09,NJ,New Jersey,COM,commercial,10.46,cents per kilowatt-hour
2003-09,NJ,New Jersey,IND,industrial,7.78,cents per kilowatt-hour
2003-09,NM,New Mexico,COM,commercial,7.5,cents per kilowatt-hour
2003-09,NM,New Mexico,IND,industrial,5.08,cents per kilowatt-hour
2003-09,NY,New York,COM,commercial,14.1,cents per kilowatt-hour
2003-09,NY,New York,IND,industrial,7.2,cents per kilowatt-hour
2016-01,CO,Colorado,COM,commercial,8.54,cents per kilowatt-hour
2016-01,CO,Colorado,IND,industrial,6.86,cents per kilowatt-hour
2016-01,CT,Connecticut,COM,commercial,15.4,cents per kilowatt-hour
2016-01,CT,Connecticut,IND,industrial,12.8,cents per kilowatt-hour
2019-11,GA,Georgia,COM,commercial,10.16,cents per kilowatt-hour
2019-11,GA,Georgia,IND,industrial,5.91,cents per kilowatt-hour
2019-11,HI,Hawaii,COM,commercial,28.51,cents per kilowatt-hour
2019-11,HI,Hawaii,IND,industrial,24.82,cents per kilowatt-hour
2007-08,GA,Georgia,COM,commercial,9.03,cents per kilowatt-hour
2007-08,GA,Georgia,IND,industrial,7.38,cents per kilowatt-hour
2019-11,AR,Arkansas,COM,commercial,8.71,cents per kilowatt-hour
2019-11,AR,Arkansas,IND,industrial,5.91,cents per kilowatt-hour
2019-11,CA,California,COM,commercial,16.81,cents per kilowatt-hour
2019-11,CA,California,IND,industrial,14.15,cents per kilowatt-hour
2019-11,CO,Colorado,COM,commercial,9.97,cents per kilowatt-hour
2019-11,CO,Colorado,IND,industrial,7.03,cents per kilowatt-hour
2019-11,CT,Connecticut,COM,commercial,15.46,cents per kilowatt-hour
2019-11,CT,Connecticut,IND,industrial,13.05,cents per kilowatt-hour
2019-12,AL,Alabama,COM,commercial,10.55,cents per kilowatt-hour
2019-12,AL,Alabama,IND,industrial,5.17,cents per kilowatt-hour
2007-09,AR,Arkansas,IND,industrial,5.55,cents per kilowatt-hour
2007-09,CA,California,COM,commercial,14.05,cents per kilowatt-hour
2007-09,CA,California,IND,industrial,10.96,cents per kilowatt-hour
2007-09,CO,Colorado,COM,commercial,7.24,cents per kilowatt-hour
2007-09,CO,Colorado,IND,industrial,5.98,cents per kilowatt-hour
2019-12,AK,Alaska,COM,commercial,19.92,cents per kilowatt-hour
2019-12,AK,Alaska,IND,industrial,18.3,cents per kilowatt-hour
2007-09,CT,Connecticut,COM,commercial,15.05,cents per kilowatt-hour
2007-09,CT,Connecticut,IND,industrial,12.29,cents per kilowatt-hour
2019-12,AZ,Arizona,COM,commercial,9.56,cents per kilowatt-hour
2019-12,AZ,Arizona,IND,industrial,5.64,cents per kilowatt-hour
2020-03,AL,Alabama,COM,commercial,11.39,cents per kilowatt-hour
2020-03,AL,Alabama,IND,industrial,5.33,cents per kilowatt-hour
2020-04,AL,Alabama,COM,commercial,11.58,cents per kilowatt-hour
2020-04,AL,Alabama,IND,industrial,5.74,cents per kilowatt-hour
2004-04,TN,Tennessee,COM,commercial,7.19,cents per kilowatt-hour
2004-04,TN,Tennessee,IND,industrial,4.34,cents per kilowatt-hour
2004-04,TX,Texas,COM,commercial,7.77,cents per kilowatt-hour
2004-04,TX,Texas,IND,industrial,5.71,cents per kilowatt-hour
2021-08,WNC,West North Central,COM,commercial,10.85,cents per kilowatt-hour
2021-08,WNC,West North Central,IND,industrial,7.97,cents per kilowatt-hour
2007-09,NM,New Mexico,COM,commercial,7.57,cents per kilowatt-hour
2007-09,NM,New Mexico,IND,industrial,5.64,cents per kilowatt-hour
2007-09,NY,New York,COM,commercial,16.8,cents per kilowatt-hour
2007-09,NY,New York,IND,industrial,7.38,cents per kilowatt-hour
2007-09,NC,North Carolina,COM,commercial,7.63,cents per kilowatt-hour
2007-09,NC,North Carolina,IND,industrial,5.9,cents per kilowatt-hour
2007-09,ND,North Dakota,COM,commercial,7,cents per kilowatt-hour
2007-09,ND,North Dakota,IND,industrial,5.47,cents per kilowatt-hour
2007-09,OH,Ohio,COM,commercial,8.72,cents per kilowatt-hour
2007-09,OH,Ohio,IND,industrial,5.77,cents per kilowatt-hour
2007-09,OK,Oklahoma,COM,commercial,8.15,cents per kilowatt-hour
2007-09,OK,Oklahoma,IND,industrial,5.39,cents per kilowatt-hour
2007-09,OR,Oregon,COM,commercial,7.15,cents per kilowatt-hour
2007-09,OR,Oregon,IND,industrial,5.35,cents per kilowatt-hour
2019-11,ID,Idaho,COM,commercial,7.41,cents per kilowatt-hour
2019-11,ID,Idaho,IND,industrial,5.14,cents per kilowatt-hour
2019-11,IL,Illinois,COM,commercial,9.17,cents per kilowatt-hour
2007-07,TX,Texas,COM,commercial,10.04,cents per kilowatt-hour
2007-07,TX,Texas,IND,industrial,7.78,cents per kilowatt-hour
2007-08,MT,Montana,COM,commercial,8.04,cents per kilowatt-hour
2007-08,MT,Montana,IND,industrial,5.44,cents per kilowatt-hour
2007-08,NE,Nebraska,COM,commercial,6.85,cents per kilowatt-hour
2007-08,NE,Nebraska,IND,industrial,5.18,cents per kilowatt-hour
2007-08,NV,Nevada,COM,commercial,9.95,cents per kilowatt-hour
2007-08,NV,Nevada,IND,industrial,9.63,cents per kilowatt-hour
2007-08,NH,New Hampshire,COM,commercial,14.11,cents per kilowatt-hour
2007-08,NH,New Hampshire,IND,industrial,12.74,cents per kilowatt-hour
2007-09,IN,Indiana,COM,commercial,7.47,cents per kilowatt-hour
2007-09,IN,Indiana,IND,industrial,5.17,cents per kilowatt-hour
2007-09,IA,Iowa,COM,commercial,7.4,cents per kilowatt-hour
2007-09,IA,Iowa,IND,industrial,5.04,cents per kilowatt-hour
2007-09,KS,Kansas,COM,commercial,6.96,cents per kilowatt-hour
2007-09,KS,Kansas,IND,industrial,5.13,cents per kilowatt-hour
2007-09,KY,Kentucky,COM,commercial,6.76,cents per kilowatt-hour
2007-09,KY,Kentucky,IND,industrial,4.32,cents per kilowatt-hour
2019-12,AR,Arkansas,COM,commercial,8.54,cents per kilowatt-hour
2019-12,AR,Arkansas,IND,industrial,5.74,cents per kilowatt-hour
2007-07,KY,Kentucky,IND,industrial,5.27,cents per kilowatt-hour
2008-09,KS,Kansas,COM,commercial,7.65,cents per kilowatt-hour
2008-09,KS,Kansas,IND,industrial,5.84,cents per kilowatt-hour
2008-09,KY,Kentucky,COM,commercial,7.58,cents per kilowatt-hour
2008-09,KY,Kentucky,IND,industrial,5.1,cents per kilowatt-hour
2008-09,LA,Louisiana,COM,commercial,10.97,cents per kilowatt-hour
2008-09,LA,Louisiana,IND,industrial,9.06,cents per kilowatt-hour
2008-09,ME,Maine,COM,commercial,13.18,cents per kilowatt-hour
2008-09,ME,Maine,IND,industrial,11.03,cents per kilowatt-hour
2008-09,MD,Maryland,COM,commercial,14.16,cents per kilowatt-hour
2008-09,MD,Maryland,IND,industrial,10.95,cents per kilowatt-hour
2008-09,MA,Massachusetts,COM,commercial,15.86,cents per kilowatt-hour
2008-09,MA,Massachusetts,IND,industrial,14.55,cents per kilowatt-hour
2008-09,MI,Michigan,COM,commercial,9.24,cents per kilowatt-hour
2008-09,MI,Michigan,IND,industrial,6.97,cents per kilowatt-hour
2004-04,UT,Utah,COM,commercial,5.7,cents per kilowatt-hour
2004-04,UT,Utah,IND,industrial,3.97,cents per kilowatt-hour
2004-04,VT,Vermont,COM,commercial,11.24,cents per kilowatt-hour
2020-04,WNC,West North Central,COM,commercial,9.5,cents per kilowatt-hour
2020-04,WNC,West North Central,IND,industrial,6.94,cents per kilowatt-hour
2009-07,IN,Indiana,COM,commercial,8.42,cents per kilowatt-hour
2009-07,IN,Indiana,IND,industrial,5.89,cents per kilowatt-hour
2007-07,UT,Utah,COM,commercial,6.78,cents per kilowatt-hour
2007-07,UT,Utah,IND,industrial,5.32,cents per kilowatt-hour
2007-07,WY,Wyoming,COM,commercial,6.29,cents per kilowatt-hour
2007-07,WY,Wyoming,IND,industrial,4.12,cents per kilowatt-hour
2007-07,NEW,New England,COM,commercial,14.92,cents per kilowatt-hour
2007-07,NEW,New England,IND,industrial,12.83,cents per kilowatt-hour
2009-04,CT,Connecticut,COM,commercial,16.79,cents per kilowatt-hour
2009-04,CT,Connecticut,IND,industrial,15.1,cents per kilowatt-hour
2009-04,DE,Delaware,COM,commercial,12.05,cents per kilowatt-hour
2009-07,NM,New Mexico,COM,commercial,8.64,cents per kilowatt-hour
2009-07,NM,New Mexico,IND,industrial,6.02,cents per kilowatt-hour
2009-07,NY,New York,COM,commercial,16.46,cents per kilowatt-hour
2009-07,NY,New York,IND,industrial,9.1,cents per kilowatt-hour
2009-07,NC,North Carolina,COM,commercial,8.09,cents per kilowatt-hour
2009-07,NC,North Carolina,IND,industrial,6.2,cents per kilowatt-hour
2009-07,ND,North Dakota,COM,commercial,7.19,cents per kilowatt-hour
2009-07,ND,North Dakota,IND,industrial,5.56,cents per kilowatt-hour
2009-07,OH,Ohio,COM,commercial,9.92,cents per kilowatt-hour
2009-07,OH,Ohio,IND,industrial,7.08,cents per kilowatt-hour
2009-04,ME,Maine,COM,commercial,12.15,cents per kilowatt-hour
2009-04,ME,Maine,IND,industrial,9.61,cents per kilowatt-hour
2009-04,MD,Maryland,COM,commercial,11.81,cents per kilowatt-hour
2009-03,KY,Kentucky,COM,commercial,7.91,cents per kilowatt-hour
2009-03,KY,Kentucky,IND,industrial,4.77,cents per kilowatt-hour
2009-03,LA,Louisiana,COM,commercial,8.5,cents per kilowatt-hour
2009-03,LA,Louisiana,IND,industrial,6.41,cents per kilowatt-hour
2009-04,MA,Massachusetts,COM,commercial,15.44,cents per kilowatt-hour
2009-04,MA,Massachusetts,IND,industrial,13.67,cents per kilowatt-hour
2009-04,MI,Michigan,COM,commercial,8.46,cents per kilowatt-hour
2009-04,MI,Michigan,IND,industrial,6.54,cents per kilowatt-hour
2009-04,MN,Minnesota,COM,commercial,7.71,cents per kilowatt-hour
2009-04,MN,Minnesota,IND,industrial,6.06,cents per kilowatt-hour
2009-04,MS,Mississippi,COM,commercial,9.58,cents per kilowatt-hour
2009-04,MS,Mississippi,IND,industrial,6.85,cents per kilowatt-hour
2009-07,MA,Massachusetts,IND,industrial,14.37,cents per kilowatt-hour
2007-09,SC,South Carolina,COM,commercial,7.89,cents per kilowatt-hour
2007-09,SC,South Carolina,IND,industrial,5.18,cents per kilowatt-hour
2008-09,MN,Minnesota,COM,commercial,7.94,cents per kilowatt-hour
2008-09,MN,Minnesota,IND,industrial,6.06,cents per kilowatt-hour
2008-10,AK,Alaska,COM,commercial,13.95,cents per kilowatt-hour
2008-10,AK,Alaska,IND,industrial,13.14,cents per kilowatt-hour
2008-10,AZ,Arizona,COM,commercial,9.02,cents per kilowatt-hour
2008-10,AZ,Arizona,IND,industrial,6.63,cents per kilowatt-hour
2008-10,AR,Arkansas,COM,commercial,7.75,cents per kilowatt-hour
2008-10,AR,Arkansas,IND,industrial,5.83,cents per kilowatt-hour
2008-11,AL,Alabama,COM,commercial,10.63,cents per kilowatt-hour
2008-11,AL,Alabama,IND,industrial,7.01,cents per kilowatt-hour
2008-11,AK,Alaska,COM,commercial,13.82,cents per kilowatt-hour
2007-07,MAT,Middle Atlantic,COM,commercial,14.42,cents per kilowatt-hour
2007-07,MAT,Middle Atlantic,IND,industrial,8.2,cents per kilowatt-hour
2007-07,ENC,East North Central,COM,commercial,8.63,cents per kilowatt-hour
2007-07,ENC,East North Central,IND,industrial,6.14,cents per kilowatt-hour
2007-07,WNC,West North Central,COM,commercial,7.7,cents per kilowatt-hour
2007-07,WNC,West North Central,IND,industrial,5.77,cents per kilowatt-hour
2007-07,SAT,South Atlantic,COM,commercial,8.79,cents per kilowatt-hour
2007-08,OH,Ohio,COM,commercial,8.9,cents per kilowatt-hour
2007-08,OH,Ohio,IND,industrial,5.91,cents per kilowatt-hour
2007-08,OK,Oklahoma,COM,commercial,8.19,cents per kilowatt-hour
2007-08,OK,Oklahoma,IND,industrial,6.13,cents per kilowatt-hour
2007-08,OR,Oregon,COM,commercial,6.98,cents per kilowatt-hour
2007-08,OR,Oregon,IND,industrial,5.29,cents per kilowatt-hour
2020-04,SAT,South Atlantic,COM,commercial,9.23,cents per kilowatt-hour
2020-04,SAT,South Atlantic,IND,industrial,6.24,cents per kilowatt-hour
2020-04,ESC,East South Central,COM,commercial,10.82,cents per kilowatt-hour
2020-04,ESC,East South Central,IND,industrial,5.44,cents per kilowatt-hour
2020-04,WSC,West South Central,COM,commercial,7.86,cents per kilowatt-hour
2009-04,MD,Maryland,IND,industrial,10.33,cents per kilowatt-hour
2009-07,ME,Maine,COM,commercial,12.21,cents per kilowatt-hour
2009-07,ME,Maine,IND,industrial,9.76,cents per kilowatt-hour
2009-07,MD,Maryland,COM,commercial,12.08,cents per kilowatt-hour
2009-07,MD,Maryland,IND,industrial,10.01,cents per kilowatt-hour
2009-07,MA,Massachusetts,COM,commercial,15.2,cents per kilowatt-hour
2005-12,MT,Montana,COM,commercial,7.44,cents per kilowatt-hour
2005-12,MT,Montana,IND,industrial,5.53,cents per kilowatt-hour
2005-12,NE,Nebraska,COM,commercial,5.52,cents per kilowatt-hour
2005-12,NE,Nebraska,IND,industrial,3.94,cents per kilowatt-hour
2005-12,NV,Nevada,COM,commercial,10.19,cents per kilowatt-hour
2005-12,NV,Nevada,IND,industrial,8.48,cents per kilowatt-hour
2015-05,HI,Hawaii,COM,commercial,26.48,cents per kilowatt-hour
2015-05,HI,Hawaii,IND,industrial,22.61,cents per kilowatt-hour
2015-05,ID,Idaho,COM,commercial,7.93,cents per kilowatt-hour
2015-05,ID,Idaho,IND,industrial,6.75,cents per kilowatt-hour
2021-08,ID,Idaho,COM,commercial,8.27,cents per kilowatt-hour
2021-08,ID,Idaho,IND,industrial,7.17,cents per kilowatt-hour
2021-08,IL,Illinois,COM,commercial,9.53,cents per kilowatt-hour
2021-08,IL,Illinois,IND,industrial,7.23,cents per kilowatt-hour
2021-08,IN,Indiana,COM,commercial,11.54,cents per kilowatt-hour
2009-07,FL,Florida,IND,industrial,9.23,cents per kilowatt-hour
2009-07,GA,Georgia,COM,commercial,8.98,cents per kilowatt-hour
2007-07,PA,Pennsylvania,COM,commercial,9.49,cents per kilowatt-hour
2007-07,VT,Vermont,COM,commercial,12.34,cents per kilowatt-hour
2003-08,UT,Utah,IND,industrial,3.95,cents per kilowatt-hour
2003-08,VT,Vermont,COM,commercial,11.23,cents per kilowatt-hour
2003-08,VT,Vermont,IND,industrial,8.02,cents per kilowatt-hour
2021-08,OH,Ohio,COM,commercial,9.66,cents per kilowatt-hour
2021-08,OH,Ohio,IND,industrial,6.61,cents per kilowatt-hour
2020-06,NY,New York,COM,commercial,15.7,cents per kilowatt-hour
2020-06,NY,New York,IND,industrial,5.64,cents per kilowatt-hour
2020-06,NC,North Carolina,COM,commercial,8.63,cents per kilowatt-hour
2020-06,NC,North Carolina,IND,industrial,6.57,cents per kilowatt-hour
2020-06,ND,North Dakota,COM,commercial,9.77,cents per kilowatt-hour
2007-08,WA,Washington,COM,commercial,6.28,cents per kilowatt-hour
2007-08,WA,Washington,IND,industrial,4.62,cents per kilowatt-hour
2007-08,WV,West Virginia,COM,commercial,6.01,cents per kilowatt-hour
2007-08,WV,West Virginia,IND,industrial,4.13,cents per kilowatt-hour
2007-08,WI,Wisconsin,COM,commercial,9.05,cents per kilowatt-hour
2007-08,WI,Wisconsin,IND,industrial,6.46,cents per kilowatt-hour
2003-08,NEW,New England,COM,commercial,11.13,cents per kilowatt-hour
2003-08,NEW,New England,IND,industrial,8.87,cents per kilowatt-hour
2003-08,MAT,Middle Atlantic,COM,commercial,11.91,cents per kilowatt-hour
2003-08,MAT,Middle Atlantic,IND,industrial,6.9,cents per kilowatt-hour
2003-08,ENC,East North Central,COM,commercial,7.39,cents per kilowatt-hour
2003-08,ENC,East North Central,IND,industrial,4.89,cents per kilowatt-hour
2003-08,WNC,West North Central,COM,commercial,6.75,cents per kilowatt-hour
2003-08,WNC,West North Central,IND,industrial,4.82,cents per kilowatt-hour
2003-08,SAT,South Atlantic,COM,commercial,6.88,cents per kilowatt-hour
2003-08,SAT,South Atlantic,IND,industrial,4.8,cents per kilowatt-hour
2003-08,ESC,East South Central,COM,commercial,6.55,cents per kilowatt-hour
2003-08,ESC,East South Central,IND,industrial,4.26,cents per kilowatt-hour
2003-08,WSC,West South Central,COM,commercial,7.81,cents per kilowatt-hour
2003-08,WSC,West South Central,IND,industrial,5.39,cents per kilowatt-hour
2003-08,MTN,Mountain,COM,commercial,7.01,cents per kilowatt-hour
2003-08,MTN,Mountain,IND,industrial,5.39,cents per kilowatt-hour
2020-07,OH,Ohio,IND,industrial,6.32,cents per kilowatt-hour
2015-05,IL,Illinois,COM,commercial,8.93,cents per kilowatt-hour
2015-05,IL,Illinois,IND,industrial,6.23,cents per kilowatt-hour
2015-05,IN,Indiana,COM,commercial,9.8,cents per kilowatt-hour
2015-05,IN,Indiana,IND,industrial,6.73,cents per kilowatt-hour
2015-05,IA,Iowa,COM,commercial,8.72,cents per kilowatt-hour
2015-05,IA,Iowa,IND,industrial,5.2,cents per kilowatt-hour
2015-06,DE,Delaware,COM,commercial,10.44,cents per kilowatt-hour
2015-06,DE,Delaware,IND,industrial,9.18,cents per kilowatt-hour
2015-06,DC,District of Columbia,COM,commercial,12.37,cents per kilowatt-hour
2015-06,DC,District of Columbia,IND,industrial,8.57,cents per kilowatt-hour
2015-06,FL,Florida,COM,commercial,9.42,cents per kilowatt-hour
2015-06,FL,Florida,IND,industrial,8.25,cents per kilowatt-hour
2015-06,GA,Georgia,COM,commercial,9.69,cents per kilowatt-hour
2015-06,GA,Georgia,IND,industrial,4.92,cents per kilowatt-hour
2015-06,HI,Hawaii,COM,commercial,27.02,cents per kilowatt-hour
2015-06,HI,Hawaii,IND,industrial,23.25,cents per kilowatt-hour
2021-08,CT,Connecticut,COM,commercial,14.6,cents per kilowatt-hour
2021-08,CT,Connecticut,IND,industrial,8.68,cents per kilowatt-hour
2021-08,DE,Delaware,COM,commercial,9.38,cents per kilowatt-hour
2021-08,DE,Delaware,IND,industrial,7.59,cents per kilowatt-hour
2021-08,DC,District of Columbia,COM,commercial,13.71,cents per kilowatt-hour
2021-08,DC,District of Columbia,IND,industrial,7.27,cents per kilowatt-hour
2003-09,NC,North Carolina,COM,commercial,6.83,cents per kilowatt-hour
2003-09,NC,North Carolina,IND,industrial,5.14,cents per kilowatt-hour
2020-07,NM,New Mexico,COM,commercial,11.39,cents per kilowatt-hour
2020-07,NM,New Mexico,IND,industrial,5.99,cents per kilowatt-hour
2020-07,NY,New York,COM,commercial,15.84,cents per kilowatt-hour
2007-07,SAT,South Atlantic,IND,industrial,5.92,cents per kilowatt-hour
2007-07,ESC,East South Central,COM,commercial,8.06,cents per kilowatt-hour
2007-07,ESC,East South Central,IND,industrial,5.39,cents per kilowatt-hour
2009-03,AK,Alaska,IND,industrial,12.77,cents per kilowatt-hour
2015-10,DC,District of Columbia,COM,commercial,11.73,cents per kilowatt-hour
2015-10,DC,District of Columbia,IND,industrial,9.24,cents per kilowatt-hour
2019-06,IL,Illinois,COM,commercial,9.07,cents per kilowatt-hour
2019-06,IL,Illinois,IND,industrial,6.23,cents per kilowatt-hour
2006-03,MI,Michigan,COM,commercial,8.15,cents per kilowatt-hour
2006-03,MI,Michigan,IND,industrial,5.61,cents per kilowatt-hour
2006-03,MN,Minnesota,COM,commercial,6.15,cents per kilowatt-hour
2006-03,MN,Minnesota,IND,industrial,4.59,cents per kilowatt-hour
2005-12,NH,New Hampshire,COM,commercial,13.27,cents per kilowatt-hour
2005-12,NH,New Hampshire,IND,industrial,14.04,cents per kilowatt-hour
2007-09,WI,Wisconsin,COM,commercial,9.03,cents per kilowatt-hour
2007-09,WI,Wisconsin,IND,industrial,6.26,cents per kilowatt-hour
2007-09,WY,Wyoming,COM,commercial,6.34,cents per kilowatt-hour
2007-09,WY,Wyoming,IND,industrial,4.09,cents per kilowatt-hour
2005-04,ID,Idaho,IND,industrial,3.52,cents per kilowatt-hour
2005-04,IL,Illinois,COM,commercial,7.55,cents per kilowatt-hour
2005-04,IL,Illinois,IND,industrial,4.42,cents per kilowatt-hour
2005-04,IN,Indiana,COM,commercial,6.64,cents per kilowatt-hour
2005-04,IN,Indiana,IND,industrial,4.46,cents per kilowatt-hour
2005-04,IA,Iowa,COM,commercial,6.71,cents per kilowatt-hour
2005-04,IA,Iowa,IND,industrial,4.37,cents per kilowatt-hour
2003-06,NC,North Carolina,COM,commercial,6.6,cents per kilowatt-hour
2003-06,NC,North Carolina,IND,industrial,4.8,cents per kilowatt-hour
2003-06,ND,North Dakota,COM,commercial,6.09,cents per kilowatt-hour
2003-06,ND,North Dakota,IND,industrial,4.11,cents per kilowatt-hour
2003-06,OH,Ohio,COM,commercial,7.54,cents per kilowatt-hour
2003-06,OH,Ohio,IND,industrial,4.7,cents per kilowatt-hour
2003-06,OK,Oklahoma,COM,commercial,7.52,cents per kilowatt-hour
2004-04,MO,Missouri,COM,commercial,5.32,cents per kilowatt-hour
2004-04,MO,Missouri,IND,industrial,4.17,cents per kilowatt-hour
2004-04,MT,Montana,COM,commercial,7.27,cents per kilowatt-hour
2004-04,MT,Montana,IND,industrial,4.05,cents per kilowatt-hour
2004-04,NE,Nebraska,COM,commercial,5.71,cents per kilowatt-hour
2004-04,NE,Nebraska,IND,industrial,3.93,cents per kilowatt-hour
2004-04,NV,Nevada,COM,commercial,8.91,cents per kilowatt-hour
2004-04,NV,Nevada,IND,industrial,6.53,cents per kilowatt-hour
2004-04,NH,New Hampshire,COM,commercial,10.69,cents per kilowatt-hour
2004-04,NH,New Hampshire,IND,industrial,9.92,cents per kilowatt-hour
2004-04,NJ,New Jersey,COM,commercial,9.27,cents per kilowatt-hour
2004-04,NJ,New Jersey,IND,industrial,9.4,cents per kilowatt-hour
2007-10,AL,Alabama,COM,commercial,8.66,cents per kilowatt-hour
2007-10,AL,Alabama,IND,industrial,5.39,cents per kilowatt-hour
2005-12,NJ,New Jersey,COM,commercial,10.61,cents per kilowatt-hour
2005-12,NJ,New Jersey,IND,industrial,11.1,cents per kilowatt-hour
2005-12,NM,New Mexico,COM,commercial,8.04,cents per kilowatt-hour
2005-12,NM,New Mexico,IND,industrial,6.39,cents per kilowatt-hour
2005-12,NY,New York,COM,commercial,14.83,cents per kilowatt-hour
2005-12,NY,New York,IND,industrial,8.55,cents per kilowatt-hour
2005-12,NC,North Carolina,COM,commercial,6.95,cents per kilowatt-hour
2005-12,NC,North Carolina,IND,industrial,5,cents per kilowatt-hour
2005-12,ND,North Dakota,COM,commercial,5.93,cents per kilowatt-hour
2005-12,ND,North Dakota,IND,industrial,3.92,cents per kilowatt-hour
2005-12,OH,Ohio,COM,commercial,7.8,cents per kilowatt-hour
2005-12,OH,Ohio,IND,industrial,5.32,cents per kilowatt-hour
2005-12,OK,Oklahoma,COM,commercial,6.98,cents per kilowatt-hour
2005-12,OK,Oklahoma,IND,industrial,5.29,cents per kilowatt-hour
2005-12,OR,Oregon,COM,commercial,6.57,cents per kilowatt-hour
2005-12,OR,Oregon,IND,industrial,5.14,cents per kilowatt-hour
2005-12,PA,Pennsylvania,COM,commercial,8.55,cents per kilowatt-hour
2005-12,PA,Pennsylvania,IND,industrial,6.43,cents per kilowatt-hour
2005-12,RI,Rhode Island,COM,commercial,13.5,cents per kilowatt-hour
2005-12,RI,Rhode Island,IND,industrial,11.67,cents per kilowatt-hour
2016-01,MN,Minnesota,COM,commercial,9.51,cents per kilowatt-hour
2016-01,MN,Minnesota,IND,industrial,7.1,cents per kilowatt-hour
2016-01,MS,Mississippi,COM,commercial,9.96,cents per kilowatt-hour
2016-01,MS,Mississippi,IND,industrial,5.86,cents per kilowatt-hour
2016-01,MO,Missouri,COM,commercial,8.09,cents per kilowatt-hour
2016-01,MO,Missouri,IND,industrial,6.12,cents per kilowatt-hour
2016-02,FL,Florida,IND,industrial,7.61,cents per kilowatt-hour
2016-02,GA,Georgia,COM,commercial,9.62,cents per kilowatt-hour
2016-02,GA,Georgia,IND,industrial,5.24,cents per kilowatt-hour
2021-08,MA,Massachusetts,IND,industrial,15.57,cents per kilowatt-hour
2021-08,MI,Michigan,COM,commercial,12.34,cents per kilowatt-hour
2021-08,MI,Michigan,IND,industrial,7.95,cents per kilowatt-hour
2021-08,MN,Minnesota,COM,commercial,11.85,cents per kilowatt-hour
2021-08,ME,Maine,COM,commercial,12.66,cents per kilowatt-hour
2021-08,ME,Maine,IND,industrial,9.45,cents per kilowatt-hour
2021-08,MD,Maryland,COM,commercial,10.07,cents per kilowatt-hour
2021-08,MD,Maryland,IND,industrial,8.47,cents per kilowatt-hour
2021-08,MA,Massachusetts,COM,commercial,17.75,cents per kilowatt-hour
2003-06,OK,Oklahoma,IND,industrial,5.12,cents per kilowatt-hour
2003-06,OR,Oregon,COM,commercial,6.36,cents per kilowatt-hour
2003-06,OR,Oregon,IND,industrial,4.38,cents per kilowatt-hour
2007-10,AK,Alaska,COM,commercial,12.62,cents per kilowatt-hour
2007-10,AK,Alaska,IND,industrial,15.15,cents per kilowatt-hour
2007-10,AZ,Arizona,COM,commercial,8.81,cents per kilowatt-hour
2019-11,PACC,Pacific Contiguous,COM,commercial,14.25,cents per kilowatt-hour
2019-11,PACC,Pacific Contiguous,IND,industrial,9.99,cents per kilowatt-hour
2019-11,PACN,Pacific Noncontiguous,COM,commercial,24.6,cents per kilowatt-hour
2019-11,PACN,Pacific Noncontiguous,IND,industrial,22.78,cents per kilowatt-hour
2009-07,MN,Minnesota,COM,commercial,8.59,cents per kilowatt-hour
2009-07,MN,Minnesota,IND,industrial,6.83,cents per kilowatt-hour
2009-07,MS,Mississippi,COM,commercial,9.25,cents per kilowatt-hour
2009-07,MS,Mississippi,IND,industrial,6.39,cents per kilowatt-hour
2009-07,MO,Missouri,COM,commercial,8.21,cents per kilowatt-hour
2009-07,MO,Missouri,IND,industrial,6.34,cents per kilowatt-hour
2019-06,IN,Indiana,COM,commercial,11.06,cents per kilowatt-hour
2019-06,IN,Indiana,IND,industrial,7.51,cents per kilowatt-hour
2019-06,IA,Iowa,COM,commercial,11.26,cents per kilowatt-hour
2019-06,IA,Iowa,IND,industrial,7.76,cents per kilowatt-hour
2021-08,IN,Indiana,IND,industrial,7.43,cents per kilowatt-hour
2021-08,FL,Florida,COM,commercial,9.28,cents per kilowatt-hour
2021-08,FL,Florida,IND,industrial,7.68,cents per kilowatt-hour
2021-08,GA,Georgia,COM,commercial,10.8,cents per kilowatt-hour
2021-08,GA,Georgia,IND,industrial,7.64,cents per kilowatt-hour
2021-08,HI,Hawaii,COM,commercial,30.67,cents per kilowatt-hour
2021-08,HI,Hawaii,IND,industrial,27.01,cents per kilowatt-hour
2007-08,ENC,East North Central,COM,commercial,8.7,cents per kilowatt-hour
2007-08,ENC,East North Central,IND,industrial,6.17,cents per kilowatt-hour
2003-09,SC,South Carolina,COM,commercial,6.93,cents per kilowatt-hour
2003-09,SC,South Carolina,IND,industrial,4.17,cents per kilowatt-hour
2003-09,SD,South Dakota,COM,commercial,6.31,cents per kilowatt-hour
2003-09,SD,South Dakota,IND,industrial,4.67,cents per kilowatt-hour
2009-07,NJ,New Jersey,COM,commercial,15.22,cents per kilowatt-hour
2009-07,NJ,New Jersey,IND,industrial,12.07,cents per kilowatt-hour
2020-05,WV,West Virginia,COM,commercial,9.61,cents per kilowatt-hour
2020-05,WV,West Virginia,IND,industrial,6.24,cents per kilowatt-hour
2020-05,WI,Wisconsin,COM,commercial,10.8,cents per kilowatt-hour
2020-05,WI,Wisconsin,IND,industrial,7.02,cents per kilowatt-hour
2020-05,WY,Wyoming,COM,commercial,10.12,cents per kilowatt-hour
